region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,lat,long,description_length,posting_year,posting_month,car_age,odometer_per_year,is_high_mileage,manufacturer_frequency
Other,30871,,Unknown,Other,Unknown,6 cylinders,gas,44065.0,Unknown,automatic,rwd,Unknown,SUV,white,az,34.544258,-114.352806,4510,2021.0,4.0,,44065.0,0,0.04385
SF bay area,5500,2006.0,toyota,prius,good,4 cylinders,gas,128776.0,clean,automatic,fwd,Unknown,Unknown,black,ca,36.8446,-121.3838,575,2021.0,5.0,15.0,8585.066666666668,0,0.09435
fresno / madera,25777,2018.0,mazda,Other,excellent,Unknown,gas,26043.0,clean,automatic,fwd,Unknown,SUV,Unknown,ca,35.283445,-120.658029,9494,2021.0,4.0,3.0,8681.0,0,0.0144
atlanta,16095,2014.0,bmw,Other,Unknown,4 cylinders,gas,81731.0,clean,automatic,rwd,mid-size,sedan,grey,ga,,,7050,2021.0,5.0,7.0,11675.857142857143,0,0.0387
redding,25990,2017.0,jaguar,Other,good,Unknown,other,29170.0,clean,other,Unknown,Unknown,sedan,blue,ca,33.7865,-84.4454,4000,2021.0,4.0,4.0,7292.5,0,0.00495
flagstaff / sedona,5000,1998.0,ford,mustang,good,6 cylinders,gas,100000.0,clean,manual,rwd,mid-size,convertible,black,az,35.1859,-111.662,311,2021.0,5.0,23.0,4347.826086956522,0,0.1533
Other,25900,2015.0,dodge,Other,Unknown,6 cylinders,gas,34358.0,clean,automatic,fwd,Unknown,van,Unknown,ca,33.681077,-112.05849,3794,2021.0,4.0,6.0,5726.333333333333,0,0.0322
daytona beach,66995,2019.0,chevrolet,silverado 2500hd,Unknown,8 cylinders,diesel,18548.0,clean,automatic,4wd,Unknown,truck,Unknown,fl,28.763821,-81.282651,5585,2021.0,4.0,2.0,9274.0,0,0.11195
sacramento,20991,2017.0,honda,accord,Unknown,Unknown,gas,74151.0,clean,automatic,fwd,Unknown,sedan,Unknown,ca,38.597771,-121.403061,10086,2021.0,5.0,4.0,18537.75,0,0.0545
fort collins / north CO,18999,2013.0,subaru,impreza,Unknown,4 cylinders,gas,102753.0,clean,manual,4wd,Unknown,sedan,Unknown,co,40.182151,-105.102373,10156,2021.0,4.0,8.0,12844.125,0,0.0224
orange county,7900,2017.0,mitsubishi,Other,excellent,3 cylinders,gas,63874.0,clean,automatic,fwd,Unknown,hatchback,black,ca,33.875577,-117.570384,4244,2021.0,4.0,4.0,15968.5,0,0.00675
monterey bay,48590,2014.0,bmw,Other,good,Unknown,other,26723.0,clean,automatic,rwd,Unknown,coupe,Unknown,ca,36.6,-121.88,4338,2021.0,4.0,7.0,3817.5714285714284,0,0.0387
ft myers / SW florida,37000,1991.0,ford,Other,like new,8 cylinders,gas,15000.0,clean,manual,rwd,Unknown,hatchback,orange,fl,26.648343,-81.706181,1254,2021.0,4.0,30.0,500.0,0,0.1533
Other,36990,2018.0,toyota,Other,good,6 cylinders,gas,21415.0,clean,other,4wd,Unknown,other,silver,fl,29.67,-82.33,4283,2021.0,4.0,3.0,7138.333333333333,0,0.09435
ocala,36900,2017.0,ford,f-250,Unknown,Unknown,other,86685.0,clean,automatic,4wd,Unknown,pickup,white,fl,29.23086,-82.14915,3200,2021.0,4.0,4.0,21671.25,0,0.1533
stockton,3700,2002.0,honda,civic,good,4 cylinders,gas,202000.0,clean,automatic,fwd,Unknown,sedan,black,ca,37.6567,-121.4955,559,2021.0,4.0,19.0,10631.578947368422,1,0.0545
Other,34550,2018.0,ford,f-150,Unknown,6 cylinders,gas,84247.0,clean,automatic,4wd,Unknown,truck,grey,ak,61.1381,-149.86727,3284,2021.0,5.0,3.0,28082.333333333332,0,0.1533
Other,37590,2019.0,Unknown,Other,good,6 cylinders,gas,41725.0,clean,other,Unknown,Unknown,sedan,silver,ca,33.779214,-84.411811,3960,2021.0,5.0,2.0,20862.5,0,0.04385
tucson,6495,2004.0,nissan,Other,good,6 cylinders,gas,140514.0,clean,automatic,4wd,Unknown,SUV,green,az,32.195597,-110.874466,4385,2021.0,4.0,17.0,8265.529411764706,0,0.04915
anchorage / mat-su,37194,2017.0,ford,f-150,Unknown,6 cylinders,gas,64936.0,clean,other,4wd,Unknown,truck,Unknown,ak,61.176984,-149.86941,3918,2021.0,4.0,4.0,16234.0,0,0.1533
tucson,8950,2005.0,toyota,Other,good,6 cylinders,gas,131000.0,clean,automatic,4wd,mid-size,SUV,Unknown,az,32.269985,-110.977868,275,2021.0,4.0,16.0,8187.5,0,0.09435
fayetteville,29211,2015.0,lexus,Other,Unknown,Unknown,gas,70908.0,clean,automatic,Unknown,Unknown,Unknown,silver,ar,38.4018,-93.785,13917,2021.0,4.0,6.0,11818.0,0,0.02515
phoenix,24990,2016.0,audi,Other,good,Unknown,gas,73555.0,clean,other,Unknown,Unknown,sedan,white,az,33.5,-112.05,3945,2021.0,5.0,5.0,14711.0,0,0.01865
sacramento,3000,1999.0,Unknown,Other,good,8 cylinders,gas,279746.0,clean,automatic,rwd,full-size,truck,white,ca,40.57719,-122.237502,240,2021.0,5.0,22.0,12715.727272727272,1,0.04385
orlando,23996,2017.0,lexus,Other,Unknown,6 cylinders,gas,64043.0,clean,automatic,fwd,mid-size,sedan,silver,fl,28.52101,-81.447817,8377,2021.0,4.0,4.0,16010.75,0,0.02515
SF bay area,11998,2014.0,volkswagen,Other,excellent,4 cylinders,diesel,96932.0,clean,automatic,Unknown,Unknown,sedan,Unknown,ca,38.611373,-121.430328,6267,2021.0,5.0,7.0,13847.42857142857,0,0.02345
south florida,7900,2010.0,toyota,Other,like new,4 cylinders,gas,152000.0,clean,automatic,Unknown,mid-size,sedan,silver,fl,25.6062,-80.3426,1433,2021.0,5.0,11.0,13818.181818181818,1,0.09435
Other,24999,,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,,,0,2021.0,,,,0,0.04385
hartford,21995,2010.0,toyota,tacoma,Unknown,Unknown,gas,106061.0,clean,automatic,Unknown,Unknown,pickup,blue,ct,40.894535,-74.152367,2351,2021.0,4.0,11.0,9641.90909090909,0,0.09435
sacramento,5600,2009.0,honda,Other,excellent,4 cylinders,gas,105000.0,clean,automatic,Unknown,mid-size,sedan,grey,ca,38.7346,-121.234,967,2021.0,5.0,12.0,8750.0,0,0.0545
Other,15694,2007.0,ford,mustang,Unknown,8 cylinders,gas,84169.0,clean,automatic,rwd,sub-compact,coupe,orange,ga,32.548807,-84.924106,340,2021.0,4.0,14.0,6012.071428571428,0,0.1533
palm springs,5999,2012.0,fiat,Other,excellent,4 cylinders,gas,57000.0,clean,manual,Unknown,Unknown,hatchback,Unknown,ca,33.743904,-116.359028,6271,2021.0,4.0,9.0,6333.333333333333,0,0.00285
daytona beach,3500,2005.0,chevrolet,malibu,Unknown,Unknown,gas,49000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,fl,28.5974,-81.3036,541,2021.0,4.0,16.0,3062.5,0,0.11195
atlanta,12900,2011.0,honda,Other,Unknown,4 cylinders,gas,68198.0,clean,automatic,fwd,Unknown,sedan,silver,ga,33.790988,-84.693354,3810,2021.0,5.0,10.0,6819.8,0,0.0545
inland empire,10900,2016.0,chevrolet,Other,Unknown,4 cylinders,gas,89900.0,clean,automatic,fwd,Unknown,sedan,silver,ca,34.0584,-117.6665,1830,2021.0,5.0,5.0,17980.0,0,0.11195
yuba-sutter,8999,2006.0,infiniti,Other,excellent,6 cylinders,gas,143579.0,clean,automatic,Unknown,Unknown,sedan,Unknown,ca,39.123441,-121.61144,4134,2021.0,4.0,15.0,9571.933333333332,0,0.01375
tampa bay area,33990,2019.0,ford,Other,good,8 cylinders,gas,11751.0,clean,other,Unknown,Unknown,pickup,Unknown,fl,27.99,-82.27,4989,2021.0,5.0,2.0,5875.5,0,0.1533
anchorage / mat-su,21995,2019.0,honda,Other,excellent,4 cylinders,gas,13155.0,clean,automatic,4wd,Unknown,SUV,silver,ak,61.217801,-149.870317,1277,2021.0,4.0,2.0,6577.5,0,0.0545
ventura county,5500,2009.0,volkswagen,Other,excellent,Unknown,gas,176000.0,clean,automatic,Unknown,compact,wagon,silver,ca,34.274424,-119.270614,254,2021.0,4.0,12.0,14666.666666666666,1,0.02345
tucson,7500,1992.0,chevrolet,silverado,excellent,8 cylinders,gas,164000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,az,33.2072,-117.3573,614,2021.0,4.0,29.0,5655.172413793103,1,0.11195
sacramento,31988,2018.0,honda,Other,excellent,6 cylinders,gas,28588.0,Unknown,automatic,Unknown,Unknown,SUV,Unknown,ca,37.963201,-122.509472,5736,2021.0,5.0,3.0,9529.333333333334,0,0.0545
hartford,8495,2007.0,ford,f-150,Unknown,Unknown,gas,173737.0,clean,automatic,4wd,Unknown,pickup,brown,ct,40.894535,-74.152367,2385,2021.0,4.0,14.0,12409.785714285714,1,0.1533
tucson,8995,2012.0,chevrolet,Other,Unknown,4 cylinders,gas,74590.0,clean,automatic,fwd,Unknown,sedan,blue,az,32.200727,-110.874757,502,2021.0,4.0,9.0,8287.777777777777,0,0.11195
phoenix,15988,2003.0,ford,f-250,Unknown,Unknown,diesel,220860.0,clean,automatic,4wd,Unknown,pickup,grey,az,33.534798,-112.180236,1849,2021.0,5.0,18.0,12270.0,1,0.1533
Other,17990,2020.0,mitsubishi,Other,good,Unknown,other,16631.0,clean,other,Unknown,Unknown,hatchback,Unknown,ga,33.45,-81.99,4171,2021.0,4.0,1.0,16631.0,0,0.00675
sarasota-bradenton,30000,1982.0,Other,Other,Unknown,6 cylinders,gas,59808.0,clean,manual,rwd,Unknown,hatchback,red,fl,27.479823,-82.571497,2686,2021.0,5.0,39.0,1533.5384615384614,0,0.0001
tampa bay area,35990,2015.0,dodge,Other,good,8 cylinders,gas,45460.0,clean,other,rwd,Unknown,coupe,Unknown,fl,27.9,-82.78,4289,2021.0,5.0,6.0,7576.666666666667,0,0.0322
Other,31999,2017.0,chevrolet,silverado,Unknown,Unknown,other,138462.0,clean,automatic,4wd,Unknown,pickup,black,ar,35.17116,-97.41159,1980,2021.0,4.0,4.0,34615.5,0,0.11195
SF bay area,7200,2012.0,volkswagen,Other,like new,5 cylinders,gas,88450.0,clean,automatic,fwd,compact,coupe,blue,ca,37.9658,-121.7758,167,2021.0,5.0,9.0,9827.777777777777,0,0.02345
reno / tahoe,10823,2016.0,jeep,Other,Unknown,Unknown,gas,109639.0,clean,manual,fwd,Unknown,SUV,blue,ca,39.179138,-119.725304,2518,2021.0,4.0,5.0,21927.8,0,0.03625
new haven,11800,2015.0,chevrolet,Other,good,4 cylinders,other,108600.0,clean,automatic,fwd,Unknown,other,black,ct,,,5140,2021.0,4.0,6.0,18100.0,0,0.11195
western slope,37900,,Unknown,Other,Unknown,4 cylinders,gas,12591.0,clean,automatic,fwd,Unknown,sedan,white,co,39.674406,-104.998604,4596,2021.0,4.0,,12591.0,0,0.04385
atlanta,4500,2008.0,nissan,altima,Unknown,Unknown,gas,110000.0,rebuilt,automatic,Unknown,Unknown,Unknown,Unknown,ga,33.6166,-84.2939,107,2021.0,4.0,13.0,8461.538461538461,0,0.04915
sarasota-bradenton,27888,2015.0,rover,Other,excellent,Unknown,gas,90795.0,clean,automatic,4wd,Unknown,SUV,Unknown,fl,27.299365,-82.513647,4507,2021.0,4.0,6.0,15132.5,0,0.00595
ocala,17999,2015.0,hyundai,Other,excellent,4 cylinders,gas,81195.0,clean,automatic,fwd,full-size,sedan,silver,fl,28.899361,-82.374053,220,2021.0,4.0,6.0,13532.5,0,0.0267
santa barbara,3500,2007.0,dodge,Other,excellent,4 cylinders,gas,202481.0,clean,automatic,fwd,compact,wagon,grey,ca,34.34568,-119.072296,21789,2021.0,4.0,14.0,14462.92857142857,1,0.0322
tucson,34990,2014.0,bmw,Other,good,Unknown,gas,35788.0,clean,automatic,rwd,Unknown,other,white,az,32.21,-110.96,4644,2021.0,4.0,7.0,5112.571428571428,0,0.0387
los angeles,5800,1999.0,toyota,4runner,excellent,4 cylinders,gas,168000.0,clean,automatic,rwd,full-size,truck,white,ca,34.1722,-118.4051,954,2021.0,5.0,22.0,7636.363636363636,1,0.09435
Other,15500,2016.0,toyota,Other,Unknown,Unknown,gas,142000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ct,41.3312,-73.2243,127,2021.0,4.0,5.0,28400.0,0,0.09435
tampa bay area,37000,2011.0,ford,f-350,Unknown,Unknown,diesel,128658.0,clean,automatic,4wd,Unknown,pickup,Unknown,fl,27.911414,-82.401974,5909,2021.0,5.0,10.0,12865.8,0,0.1533
fort collins / north CO,26000,2019.0,gmc,Other,Unknown,Unknown,gas,9924.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,co,40.390756,-104.754236,10148,2021.0,4.0,2.0,4962.0,0,0.0319
reno / tahoe,28995,2017.0,audi,Other,excellent,Unknown,gas,47122.0,clean,automatic,4wd,Unknown,Unknown,Unknown,ca,38.6093,-121.4443,848,2021.0,4.0,4.0,11780.5,0,0.01865
south florida,20374,2017.0,nissan,Other,Unknown,4 cylinders,gas,15684.0,clean,automatic,fwd,compact,wagon,custom,fl,25.786909,-80.361253,9360,2021.0,4.0,4.0,3921.0,0,0.04915
ft myers / SW florida,19997,2011.0,Unknown,Other,Unknown,8 cylinders,Unknown,120561.0,clean,automatic,rwd,Unknown,Unknown,white,fl,27.479823,-82.571497,2016,2021.0,4.0,10.0,12056.1,0,0.04385
tampa bay area,13999,2013.0,ford,Other,Unknown,8 cylinders,other,160235.0,clean,automatic,rwd,Unknown,other,black,fl,28.0724,-81.8122,1378,2021.0,5.0,8.0,20029.375,1,0.1533
fort collins / north CO,8995,2006.0,chevrolet,Other,Unknown,5 cylinders,gas,184248.0,clean,automatic,4wd,Unknown,truck,silver,co,40.152227,-105.102521,1625,2021.0,5.0,15.0,12283.2,1,0.11195
SF bay area,10999,2011.0,audi,Other,like new,4 cylinders,gas,93417.0,clean,automatic,fwd,mid-size,sedan,black,ca,37.019256,-121.577258,895,2021.0,5.0,10.0,9341.7,0,0.01865
jacksonville,12999,2010.0,ford,Other,excellent,8 cylinders,gas,161959.0,clean,automatic,4wd,Unknown,pickup,silver,fl,30.289976,-81.635535,321,2021.0,4.0,11.0,14723.545454545454,1,0.1533
"washington, DC",14500,2005.0,mercedes-benz,Other,excellent,8 cylinders,gas,94500.0,clean,automatic,rwd,full-size,sedan,white,dc,38.9814,-77.4723,509,2021.0,4.0,16.0,5906.25,0,0.03715
sarasota-bradenton,28590,2020.0,subaru,Other,good,Unknown,other,18012.0,clean,other,Unknown,Unknown,wagon,blue,fl,27.33,-82.54,4361,2021.0,4.0,1.0,18012.0,0,0.0224
Other,32590,2017.0,jeep,Other,good,6 cylinders,other,38471.0,clean,other,4wd,Unknown,other,black,ca,38.73,-120.8,5021,2021.0,5.0,4.0,9617.75,0,0.03625
ventura county,3500,2012.0,chevrolet,Other,fair,4 cylinders,gas,86250.0,clean,automatic,fwd,compact,sedan,white,ca,34.153836,-118.831119,546,2021.0,4.0,9.0,9583.333333333334,0,0.11195
Other,32995,2015.0,toyota,tundra,Unknown,Unknown,gas,67112.0,clean,automatic,fwd,Unknown,pickup,Unknown,ca,38.22774,-122.6194,2748,2021.0,4.0,6.0,11185.333333333334,0,0.09435
south florida,7900,2008.0,ford,Other,excellent,6 cylinders,gas,129000.0,clean,automatic,rwd,full-size,pickup,white,fl,26.37648,-80.085393,201,2021.0,5.0,13.0,9923.076923076924,0,0.1533
hartford,14499,2007.0,ford,Other,excellent,Unknown,gas,54080.0,clean,automatic,Unknown,Unknown,pickup,black,ct,41.674512,-72.912581,3792,2021.0,4.0,14.0,3862.8571428571427,0,0.1533
anchorage / mat-su,11500,1994.0,ford,Other,good,8 cylinders,gas,154528.0,clean,automatic,4wd,full-size,truck,silver,ak,61.212585,-149.906816,300,2021.0,5.0,27.0,5723.259259259259,1,0.1533
palm springs,11000,2017.0,toyota,corolla,excellent,4 cylinders,gas,146450.0,clean,automatic,fwd,full-size,sedan,silver,ca,33.7225,-116.377,80,2021.0,4.0,4.0,36612.5,0,0.09435
denver,15995,2010.0,chevrolet,silverado,Unknown,Unknown,other,140582.0,clean,automatic,4wd,Unknown,pickup,white,co,39.739792,-105.062019,4478,2021.0,5.0,11.0,12780.181818181818,0,0.11195
Other,6000,2007.0,ford,Other,Unknown,Unknown,gas,245456.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ct,42.068028,-73.743153,220,2021.0,4.0,14.0,17532.571428571428,1,0.1533
south florida,5800,2010.0,honda,civic,excellent,4 cylinders,gas,109000.0,clean,automatic,fwd,mid-size,sedan,blue,fl,26.196632,-80.111017,356,2021.0,5.0,11.0,9909.09090909091,0,0.0545
stockton,7995,2008.0,chrysler,Other,excellent,Unknown,gas,59921.0,clean,automatic,rwd,Unknown,sedan,silver,ca,38.611789,-121.423594,1921,2021.0,5.0,13.0,4609.307692307692,0,0.0129
western slope,23486,2015.0,ford,Other,Unknown,6 cylinders,Unknown,43928.0,clean,automatic,Unknown,Unknown,SUV,silver,co,39.081944,-108.588542,1868,2021.0,4.0,6.0,7321.333333333333,0,0.1533
Other,33990,2020.0,jeep,Other,good,6 cylinders,gas,9859.0,clean,other,4wd,Unknown,other,Unknown,ga,31.57,-84.17,4723,2021.0,4.0,1.0,9859.0,0,0.03625
sacramento,14000,2013.0,ford,Other,Unknown,6 cylinders,gas,86911.0,clean,automatic,fwd,Unknown,SUV,Unknown,ca,38.722616,-120.829207,5199,2021.0,5.0,8.0,10863.875,0,0.1533
visalia-tulare,19584,2015.0,dodge,Other,Unknown,6 cylinders,gas,86086.0,clean,automatic,4wd,Unknown,SUV,silver,ca,36.211906,-119.314975,4103,2021.0,4.0,6.0,14347.666666666666,0,0.0322
visalia-tulare,7900,2008.0,honda,Other,excellent,4 cylinders,gas,108000.0,clean,automatic,4wd,Unknown,Unknown,grey,ca,35.248476,-118.936316,154,2021.0,5.0,13.0,8307.692307692309,0,0.0545
orlando,3900,2004.0,jaguar,Other,excellent,6 cylinders,gas,142584.0,clean,automatic,4wd,Unknown,Unknown,white,fl,28.604366,-81.407405,4731,2021.0,4.0,17.0,8387.29411764706,0,0.00495
san diego,5900,2014.0,ford,fusion,excellent,4 cylinders,gas,143000.0,clean,automatic,fwd,mid-size,sedan,grey,ca,32.5753,-117.0707,137,2021.0,4.0,7.0,20428.571428571428,0,0.1533
colorado springs,8995,2006.0,subaru,outback,Unknown,Unknown,gas,127279.0,clean,automatic,Unknown,Unknown,wagon,silver,co,38.815363,-104.831576,796,2021.0,4.0,15.0,8485.266666666666,0,0.0224
ventura county,9962,2016.0,nissan,Other,excellent,4 cylinders,gas,56459.0,Unknown,automatic,Unknown,Unknown,sedan,Unknown,ca,34.213401,-119.178039,5708,2021.0,5.0,5.0,11291.8,0,0.04915
orange county,5800,2005.0,toyota,Other,good,6 cylinders,gas,151000.0,clean,automatic,fwd,full-size,van,custom,ca,33.749,-117.994,303,2021.0,4.0,16.0,9437.5,1,0.09435
modesto,10995,2012.0,ram,Other,excellent,Unknown,gas,54125.0,clean,automatic,fwd,Unknown,Unknown,white,ca,37.738239,-120.939159,820,2021.0,4.0,9.0,6013.888888888889,0,0.0382
Other,39995,2015.0,cadillac,Other,excellent,Unknown,gas,91200.0,clean,automatic,4wd,Unknown,Unknown,white,ca,39.748325,-122.197907,5330,2021.0,5.0,6.0,15200.0,0,0.01445
Other,16200,1997.0,ford,f-350,excellent,8 cylinders,diesel,69330.0,clean,manual,4wd,Unknown,Unknown,Unknown,ga,32.4408,-81.774,200,2021.0,4.0,24.0,2888.75,0,0.1533
denver,4700,2006.0,ford,Other,Unknown,Unknown,gas,160000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,co,38.4336,-105.0113,142,2021.0,5.0,15.0,10666.666666666666,1,0.1533
hartford,14495,2002.0,gmc,sierra,Unknown,Unknown,diesel,125967.0,clean,automatic,fwd,Unknown,pickup,Unknown,ct,40.894535,-74.152367,2370,2021.0,4.0,19.0,6629.8421052631575,0,0.0319
colorado springs,14500,2014.0,jeep,Other,excellent,Unknown,gas,75000.0,clean,automatic,Unknown,Unknown,Unknown,white,co,38.8533,-104.8595,68,2021.0,4.0,7.0,10714.285714285714,0,0.03625
yuba-sutter,13988,2015.0,chevrolet,Other,excellent,6 cylinders,gas,,clean,automatic,fwd,Unknown,SUV,silver,ca,38.5892,-121.4057,1645,2021.0,4.0,6.0,,0,0.11195
reno / tahoe,29990,2018.0,volvo,Other,good,Unknown,gas,13859.0,clean,other,Unknown,Unknown,sedan,Unknown,ca,33.779214,-84.411811,3946,2021.0,4.0,3.0,4619.666666666667,0,0.00935
chico,49495,2020.0,ram,1500,excellent,Unknown,gas,5835.0,clean,automatic,4wd,Unknown,pickup,silver,ca,40.57218,-122.368589,4533,2021.0,4.0,1.0,5835.0,0,0.0382
ocala,13400,2016.0,nissan,Other,Unknown,Unknown,gas,74540.0,clean,automatic,fwd,compact,wagon,red,fl,28.567037,-81.291542,3701,2021.0,4.0,5.0,14908.0,0,0.04915
lakeland,46995,2019.0,ford,Other,Unknown,8 cylinders,diesel,140891.0,clean,automatic,Unknown,Unknown,truck,white,fl,28.1762,-81.9591,621,2021.0,4.0,2.0,70445.5,0,0.1533
yuba-sutter,29388,2017.0,nissan,Other,good,8 cylinders,gas,69509.0,clean,automatic,4wd,Unknown,other,Unknown,ca,38.610767,-121.422557,3014,2021.0,4.0,4.0,17377.25,0,0.04915
hartford,15995,2012.0,chevrolet,Other,Unknown,Unknown,other,161354.0,clean,automatic,4wd,Unknown,SUV,black,ct,40.894535,-74.152367,2412,2021.0,4.0,9.0,17928.222222222223,1,0.11195
orange county,11985,2014.0,Unknown,Other,Unknown,4 cylinders,gas,61488.0,clean,manual,fwd,Unknown,coupe,grey,ca,33.773723,-117.948767,1846,2021.0,4.0,7.0,8784.0,0,0.04385
"washington, DC",15995,2018.0,toyota,camry,Unknown,Unknown,gas,126020.0,clean,automatic,fwd,Unknown,sedan,white,dc,38.75937,-77.454156,1728,2021.0,4.0,3.0,42006.666666666664,0,0.09435
ventura county,4949,1999.0,gmc,Other,excellent,8 cylinders,gas,195000.0,clean,automatic,rwd,mid-size,SUV,custom,ca,34.245358,-118.421508,1550,2021.0,4.0,22.0,8863.636363636364,1,0.0319
SF bay area,24499,2016.0,toyota,Other,excellent,6 cylinders,gas,42616.0,clean,automatic,fwd,full-size,mini-van,silver,ca,37.5895,-122.0497,420,2021.0,5.0,5.0,8523.2,0,0.09435
hawaii,21992,2018.0,nissan,Other,excellent,4 cylinders,gas,21916.0,Unknown,other,Unknown,Unknown,sedan,Unknown,hi,20.886756,-156.453981,5548,2021.0,5.0,3.0,7305.333333333333,0,0.04915
little rock,29990,2019.0,mazda,Other,good,Unknown,gas,5247.0,clean,other,rwd,Unknown,other,Unknown,ar,34.72,-92.35,4385,2021.0,4.0,2.0,2623.5,0,0.0144
colorado springs,3500,1999.0,jeep,grand cherokee,good,6 cylinders,gas,210000.0,clean,automatic,4wd,mid-size,Unknown,red,co,38.852,-104.7735,324,2021.0,5.0,22.0,9545.454545454546,1,0.03625
Other,7865,1998.0,ford,Other,excellent,8 cylinders,gas,47719.0,clean,automatic,rwd,Unknown,sedan,white,ar,35.172002,-89.943849,3881,2021.0,4.0,23.0,2074.7391304347825,0,0.1533
Other,35990,2016.0,dodge,Other,good,Unknown,other,18955.0,clean,other,rwd,Unknown,coupe,black,al,32.35,-86.28,4266,2021.0,4.0,5.0,3791.0,0,0.0322
tallahassee,32139,2019.0,ford,Other,Unknown,Unknown,gas,3234.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,fl,29.80197,-82.530537,1904,2021.0,4.0,2.0,1617.0,0,0.1533
chico,5488,2006.0,bmw,Other,Unknown,6 cylinders,gas,129882.0,clean,automatic,rwd,Unknown,sedan,blue,ca,38.630483,-121.399397,2882,2021.0,4.0,15.0,8658.8,0,0.0387
Other,25000,1989.0,chevrolet,Unknown,Unknown,Unknown,gas,34903.0,clean,manual,Unknown,Unknown,Unknown,Unknown,ak,64.8378,-147.7164,123,2021.0,4.0,32.0,1090.71875,0,0.11195
san diego,7500,2005.0,toyota,sienna,excellent,Unknown,gas,138000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ca,32.792503,-116.99113,439,2021.0,5.0,16.0,8625.0,0,0.09435
new haven,27590,2017.0,infiniti,Other,good,Unknown,other,32982.0,clean,other,Unknown,Unknown,coupe,blue,ct,41.31,-72.92,3933,2021.0,4.0,4.0,8245.5,0,0.01375
tallahassee,24973,2017.0,ram,Other,Unknown,Unknown,gas,58199.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,fl,29.801606,-82.529755,1512,2021.0,4.0,4.0,14549.75,0,0.0382
phoenix,26888,2017.0,ford,explorer,Unknown,Unknown,gas,33644.0,clean,automatic,fwd,Unknown,SUV,Unknown,az,33.5311,-112.1767,4801,2021.0,5.0,4.0,8411.0,0,0.1533
fresno / madera,43995,2015.0,ford,f-150,excellent,6 cylinders,gas,52582.0,clean,automatic,4wd,Unknown,pickup,grey,ca,35.119931,-120.57697,4320,2021.0,4.0,6.0,8763.666666666666,0,0.1533
ocala,4995,2008.0,mini,Other,good,4 cylinders,gas,99053.0,clean,manual,fwd,compact,coupe,red,fl,28.9938,-82.4241,394,2021.0,4.0,13.0,7619.461538461538,0,0.0072
western slope,30900,,Unknown,Other,Unknown,6 cylinders,Unknown,33308.0,clean,automatic,fwd,Unknown,Unknown,black,co,39.674406,-104.998604,3260,2021.0,4.0,,33308.0,0,0.04385
tucson,12900,2010.0,ford,f-150,excellent,8 cylinders,gas,,clean,automatic,rwd,full-size,pickup,red,az,32.252974,-110.97871,4461,2021.0,5.0,11.0,,0,0.1533
colorado springs,17288,2017.0,ford,Other,Unknown,Unknown,gas,38602.0,clean,manual,Unknown,compact,hatchback,black,co,39.71087,-105.00285,1433,2021.0,4.0,4.0,9650.5,0,0.1533
